codigo_anunciante,codigo_zapimoveis,dtCriacao,dtColeta,imobiliaria,nrPreco,condominio,iptu,endereco,floorSize,numberOfRooms,numberOfBathroomsTotal,numberOfParkingSpaces,floorLevel,FURNISHED,POOL,ELEVATOR,LAVABO,SAUNA,PORCELAIN,INTERCOM,AIR_CONDITIONING,numberOfSuites,PETS_ALLOWED,BALCONY,BACKYARD,SPORTS_COURT,BARBECUE_GRILL,LAUNDRY,ALARM_SYSTEM,SERVICE_AREA,GARDEN,DEPOSIT,PLAYGROUND,SEA_VIEW,GOURMET_BALCONY,KITCHEN,PARTY_HALL,CABLE_TV,KITCHEN_CABINETS,SAFETY_CIRCUIT,GATED_COMMUNITY,HEATING,CONCIERGE_24H,WATCHMAN,GOURMET_SPACE,GYM,BICYCLES_PLACE,DINNER_ROOM,PAVED_STREET,RECEPTION,CLOSET,CARETAKER,ARMORED_SECURITY_CABIN,RECREATION_AREA,ELECTRONIC_GATE,INTERNET_ACCESS,BLINDEX_BOX,BEDROOM_WARDROBE,BATHROOM_CABINETS,DISABLED_ACCESS,HOME_OFFICE,SPA,TENNIS_COURT,INDOOR_SOCCER,MOUNTAIN_VIEW,CHILDRENS_POOL,DECK,MASSAGE_ROOM,GRASS,CINEMA,SQUASH,COPA,AMERICAN_KITCHEN,ELECTRIC_GENERATOR,TOYS_PLACE,PANTRY,BAR,FIREPLACE,GAMES_ROOM,WALL_BALCONY,PLANNED_FURNITURE,ALUMINUM_WINDOW,NATURAL_VENTILATION,LARGE_WINDOW,EMPLOYEE_DEPENDENCY,ENTRANCE_HALL,SERVICE_BATHROOM,INTEGRATED_ENVIRONMENTS,HIGH_CEILING_HEIGHT,LARGE_ROOM,COLD_FLOOR,WHIRLPOOL,BARBECUE_BALCONY,BUILTIN_WARDROBE,SQUARE,HEATED_POOL,TEEN_SPACE,SERVICE_ROOM,STAIR,FULL_FLOOR,FITNESS_ROOM,LARGE_KITCHEN,PANORAMIC_VIEW,PLATED_GAS,LAMINATED_FLOOR,ADULT_POOL,GREEN_SPACE,PIZZA_OVEN,BEAUTY_CENTER,SECURITY_CAMERA,SECURITY_CABIN,COWORKING,COOKER,SOLARIUM,FOOTBALL_FIELD,GOURMET_KITCHEN,BATHTUB,SANCA,PET_SPACE,SERVICE_ENTRANCE,PRIVATE_POOL,DIGITAL_LOCKER,WOOD_FLOOR,VALET_PARKING,PARKING,MEZZANINE,LUNCH_ROOM,PATROL,GLASS_WALL,SMALL_ROOM,CORNER_PROPERTY,ADMINISTRATION,GAS_SHOWER,MEETING_ROOM,MASSAGE,TREE_CLIMBING,LIBRARY,HIKING_TRAIL,SMART_CONDOMINIUM,POOL_BAR,RESTAURANT,COVENTION_HALL,SOUNDPROOFING,SIDE_ENTRANCE,ZEN_SPACE,REDARIO,HALF_FLOOR,COVERED_POOL,GUEST_PARKING,REVERSIBLE_ROOM,STORES,BEAUTY_ROOM,COVERAGE,ELETRIC_CHARGER,SEMI_OLYMPIC_POOL,ECO_GARBAGE_COLLECTOR,VINYL_FLOOR,SLAB,LAKE_VIEW,FRUIT_TREES,HOT_TUB,THERMAL_INSULATION,DIVIDERS,WALLS_GRIDS,FREEZER
AP2892,2725214938,29/06/2024,29/05/2025,Mediar Negocios Imobiliarios Ltda,R$ 795.000,R$ 1.050,R$ 282,"Avenida Senador Pinheiro Machado - Marapé, Santos - SP",162 m²,3 quartos,3 banheiros,1 vaga,8 andar,,,,,,,,,1 suíte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456729,2800481661,24/04/2025,29/05/2025,Usuário Newcore,R$ 389.140,R$ 597,R$ 1.165,"Rua São José, 36 - Embaré, Santos - SP",50 m²,1 quarto,1 banheiro,1 vaga,,,,,,,,,,,Aceita animais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32190,2777971145,09/02/2025,29/05/2025,Invista Inteligência Imobiliária,R$ 320.000,R$ 450,R$ 125,"Gonzaga, Santos - SP",70 m²,2 quartos,1 banheiro,,1 andar,,,,,,,Interfone,,,Aceita animais,,,,,,,Área de serviço,,,,,,Cozinha,,,,,Condomínio fechado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP09869,2800868141,26/04/2025,29/05/2025,Duarte Prime Brokers,R$ 1.050.000,R$ 1.700,R$ 360,"Avenida Presidente Wilson - Pompeia, Santos - SP",140 m²,3 quartos,3 banheiros,1 vaga,8 andar,,,Elevador,,,,Interfone,,2 suítes,Aceita animais,Varanda,,,,,,,,,,Vista para o mar,,,,,Armário na cozinha,,,,Portaria 24h,,,,Bicicletário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP7355,2799760563,22/04/2025,29/05/2025,Chave Santos Imóveis,R$ 452.000,R$ 700,R$ 190,"Rua Luiz de Camões - Encruzilhada, Santos - SP",59 m²,2 quartos,1 banheiro,1 vaga,8 andar,,,Elevador,,,,Interfone,,,Aceita animais,Varanda,,,,,,Área de serviço,,,,,,Cozinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14713,2808058277,22/05/2025,29/05/2025,Familia Imoveis Consultoria,R$ 295.000,R$ 430,R$ 40,"Rua Oswaldo Cochrane - Embaré, Santos - SP",32 m²,,1 banheiro,1 vaga,6 andar,,,Elevador,,,,Interfone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELIAP5190,2706075176,10/04/2024,29/05/2025,Rhema Imóveis,R$ 340.000,R$ 487,R$ 115,"Rua Frei Francisco Sampaio - Embaré, Santos - SP",65 m²,2 quartos,1 banheiro,,,,,,,,,Interfone,Ar-condicionado,,,,,,,,,Área de serviço,Jardim,,,,,,,,,,,,,,,,Bicicletário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cozinha grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4214,2765485516,20/12/2024,29/05/2025,Elton Ayres Imóveis,R$ 650.000,R$ 930,R$ 150,"Avenida Marechal Deodoro, 38 - Gonzaga, Santos - SP",99 m²,2 quartos,2 banheiros,1 vaga,,,,,,,,,,1 suíte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP6571,2769893122,09/01/2025,29/05/2025,Chave Santos Imóveis,R$ 330.000,R$ 660,R$ 30,"Rua Sampaio Moreira - Embaré, Santos - SP",45 m²,1 quarto,1 banheiro,1 vaga,2 andar,,,Elevador,,,Porcelanato,Interfone,Ar-condicionado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105220,2804061314,08/05/2025,29/05/2025,Guaiao Imoveis,R$ 1.180.000,R$ 800,R$ 33,"Rua André Vidal de Negreiros - Ponta da Praia, Santos - SP",80 m²,2 quartos,4 banheiros,2 vagas,,,,Elevador,,,,Interfone,,2 suítes,,,,,,,,,,,Playground,,,,Salão de festas,,,,,,,,Espaço gourmet,,Bicicletário,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerador elétrico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP6724,2751951494,25/10/2024,29/05/2025,Chave Santos Imóveis,R$ 720.000,R$ 920,R$ 87,"Avenida Bartholomeu de Gusmão - Aparecida, Santos - SP",65 m²,1 quarto,1 banheiro,2 vagas,12 andar,,,Elevador,,,,Interfone,,,Aceita animais,,,,,Lavanderia,,Área de serviço,,,,,,Cozinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP04641,2783816816,03/03/2025,29/05/2025,Ricci Consultoria Imobiliaria,R$ 2.890.000,R$ 2.800,R$ 700,"Avenida Bartholomeu de Gusmão - Aparecida, Santos - SP",245 m²,4 quartos,6 banheiros,2 vagas,1 andar,Mobiliado,,Elevador,,,,,Ar-condicionado,4 suítes,Aceita animais,Varanda,,,,Lavanderia,,,,,,Vista para o mar,,Cozinha,Salão de festas,,Armário na cozinha,,,,Portaria 24h,,,,Bicicletário,,,,,,,,,Conexão à internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13438,2580317135,14/09/2022,29/05/2025,Invista Inteligência Imobiliária,R$ 1.700.000,R$ 1.800,R$ 610,"Boqueirão, Santos - SP",190 m²,4 quartos,5 banheiros,3 vagas,1 andar,,,Elevador,,,,,,3 suítes,,,,,,,,,,,,,,Cozinha,Salão de festas,,,,Condomínio fechado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355785U,2809869566,29/05/2025,29/05/2025,Usuário Newcore,R$ 878.780,R$ 990,R$ 4.600,"Rua General Rondon, 27 - Aparecida, Santos - SP",82 m²,2 quartos,2 banheiros,1 vaga,,,Piscina,Elevador,,,,,,2 suítes,Aceita animais,,,,Churrasqueira,,,,,,,,,,Salão de festas,,,,,,,,,Academia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27571,2799964628,23/04/2025,29/05/2025,Invista Inteligência Imobiliária,R$ 720.000,R$ 1.040,R$ 120,"Aparecida, Santos - SP",65 m²,1 quarto,1 banheiro,1 vaga,4 andar,Mobiliado,,Elevador,,,,Interfone,Ar-condicionado,,,,,,,,,Área de serviço,,,,Vista para o mar,,Cozinha,,TV à cabo,,,Condomínio fechado,,Portaria 24h,Vigia,,,,,,,,,,,,,,,,,Escritório,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP6275,2751951007,25/10/2024,29/05/2025,Chave Santos Imóveis,R$ 575.000,R$ 1.200,R$ 280,"Avenida Doutor Epitácio Pessoa - Aparecida, Santos - SP",98 m²,2 quartos,3 banheiros,1 vaga,2 andar,,,Elevador,,,,Interfone,,1 suíte,Aceita animais,,,,Churrasqueira,,,Área de serviço,,Depósito,,,,Cozinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP03914,2765711827,21/12/2024,29/05/2025,Globalize Imóveis,R$ 700.000,R$ 620.000,R$ 150,"Rua Comendador Martins - Vila Matias, Santos - SP",125 m²,2 quartos,1 banheiro,1 vaga,1 andar,,Piscina,Elevador,,,,,Ar-condicionado,,,,,,Churrasqueira,,Sistema de alarme,,,,,,,,Salão de festas,,,,,,Portaria 24h,,,,Bicicletário,,,,,,Guarita blindada,,,Conexão à internet,,,,,,,,,,Piscina infantil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP02192,2798358327,17/04/2025,29/05/2025,Officina De Negocios 013 Imobiliaria Ltda,R$ 800.000,R$ 2.200,R$ 322,"Gonzaga, Santos - SP",83 m²,2 quartos,3 banheiros,1 vaga,,,Piscina,,,,,Interfone,Ar-condicionado,1 suíte,Aceita animais,,,,Churrasqueira,Lavanderia,,,,,,,,,Salão de festas,,Armário na cozinha,,,Aquecimento,Portaria 24h,,,Academia,Bicicletário,,,,,,Guarita blindada,Área de lazer,,,,,,,,,,,,,Deck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP1096,2795513046,08/04/2025,29/05/2025,Beschizza Imóveis,R$ 742.000,R$ 921,R$ 364,"Rua Professor Carlos Escobar - Ponta da Praia, Santos - SP",78 m²,2 quartos,2 banheiros,2 vagas,4 andar,,,Elevador,,,Porcelanato,Interfone,Ar-condicionado,1 suíte,Aceita animais,Varanda,,Quadra poliesportiva,,,,Área de serviço,,,,,Varanda gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP1562,2793251940,01/04/2025,29/05/2025,Chave Urbana 037518-J-Sp,R$ 640.000,R$ 1.250,R$ 261,"Boqueirão, Santos - SP",112 m²,2 quartos,2 banheiros,1 vaga,7 andar,,,Elevador,,,Porcelanato,Interfone,Ar-condicionado,,Aceita animais,,,,,,,Área de serviço,,,,,,Cozinha,,,,,Condomínio fechado,,Portaria 24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19996,2628357592,25/04/2023,29/05/2025,Invista Inteligência Imobiliária,R$ 810.000,R$ 1.365,R$ 290,"Gonzaga, Santos - SP",117 m²,3 quartos,3 banheiros,2 vagas,3 andar,,,Elevador,,,,Interfone,Ar-condicionado,1 suíte,,Varanda,,,,,,Área de serviço,,,,,,Cozinha,,,,,Condomínio fechado,,Portaria 24h,Vigia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP6950,2757842248,19/11/2024,29/05/2025,Mais Imóveis Santos,R$ 380.000,R$ 520,R$ 90,"Rua Otávio Spagnuolo - Boqueirão, Santos - SP",70 m²,2 quartos,1 banheiro,1 vaga,2 andar,,,,,,Porcelanato,Interfone,,,Aceita animais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14379,2643398199,09/07/2023,29/05/2025,Gávea Imobi,R$ 1.290.000,R$ 2.600,R$ 375,"Avenida Bartolomeu de Gusmão, 130 - Aparecida, Santos - SP",225 m²,3 quartos,3 banheiros,1 vaga,3 andar,,,Elevador,,,,,,2 suítes,Aceita animais,,,,,,,Área de serviço,,,,Vista para o mar,,Cozinha,,,,,Condomínio fechado,,Portaria 24h,Vigia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2804894921,11/05/2025,29/05/2025,Cristiane Soares,R$ 680.000,R$ 1.200,R$ 303,"Avenida Barão de Penedo, 2 - José Menino, Santos - SP",118 m²,2 quartos,3 banheiros,1 vaga,,,,Elevador,,,,,,1 suíte,,,,,,,,Área de serviço,,,,,,,,,Armário na cozinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP0096,2806911031,17/05/2025,29/05/2025,Clicou Comprou - Imóveis,R$ 650.000,R$ 700,R$ 280,"Rua Santos Dumont, 172 - Estuario, Santos - SP",70 m²,2 quartos,2 banheiros,1 vaga,,,Piscina,Elevador,,Sauna,,Interfone,Ar-condicionado,1 suíte,,,,,,,,Área de serviço,Jardim,Depósito,Playground,,Varanda gourmet,Cozinha,Salão de festas,TV à cabo,,Circuito de segurança,Condomínio fechado,Aquecimento,Portaria 24h,,Espaço gourmet,Academia,Bicicletário,,,,,,,,,Conexão à internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espaço verde / Parque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP6722,2751949833,25/10/2024,29/05/2025,Chave Santos Imóveis,R$ 425.000,R$ 650,R$ 170,"Rua Doutor Carvalho de Mendonça - Campo Grande, Santos - SP",105 m²,2 quartos,2 banheiros,1 vaga,4 andar,,,Elevador,,,,,,,Aceita animais,,,,,,,Área de serviço,,,,Vista para o mar,,Cozinha,,TV à cabo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3611,2679380596,28/12/2023,29/05/2025,Invista Inteligência Imobiliária,R$ 1.350.000,R$ 1.900,R$ 600,"Ponta da Praia, Santos - SP",144 m²,3 quartos,4 banheiros,2 vagas,,,Piscina,Elevador,,,,Interfone,,3 suítes,,Varanda,,,Churrasqueira,,,Área de serviço,,,,Vista para o mar,,Cozinha,Salão de festas,,,,Condomínio fechado,,Portaria 24h,Vigia,,Academia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64596,2711814118,30/04/2024,29/05/2025,My Broker Santos.,R$ 872.000,R$ 1,R$ 1,"Avenida Barão de Penedo - José Menino, Santos - SP",74 m²,2 quartos,2 banheiros,1 vaga,,,Piscina,Elevador,,,,,,1 suíte,,,,,Churrasqueira,,,,,,,,,,Salão de festas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP13775,2741840754,13/09/2024,29/05/2025,R3 Imóveis,R$ 2.249.000,R$ 933,não informado,"Rua Ricardo Pinto, 63 - Aparecida, Santos - SP",125 m²,3 quartos,2 banheiros,2 vagas,4 andar,Mobiliado,Piscina,Elevador,Lavabo,Sauna,Porcelanato,Interfone,Ar-condicionado,1 suíte,Aceita animais,Varanda,,,Churrasqueira,Lavanderia,,Área de serviço,,,,,Varanda gourmet,Cozinha,,,,,,,Portaria 24h,,,Academia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33252,2793780522,03/04/2025,29/05/2025,Invista Inteligência Imobiliária,R$ 630.000,R$ 700,R$ 327,"Estuario, Santos - SP",68 m²,2 quartos,2 banheiros,1 vaga,2 andar,,Piscina,Elevador,,,,Interfone,Ar-condicionado,2 suítes,Aceita animais,Varanda,,,Churrasqueira,,,Área de serviço,,,,,,Cozinha,Salão de festas,,,,Condomínio fechado,,Portaria 24h,Vigia,,Academia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4950,2773863883,24/01/2025,29/05/2025,Elton Ayres Imóveis,R$ 3.800.000,R$ 1.800,R$ 1.100,"Rua General Rondon, 400 - Aparecida, Santos - SP",255 m²,5 quartos,5 banheiros,3 vagas,22 andar,Mobiliado,Piscina,Elevador,,,,Interfone,,2 suítes,,,,,Churrasqueira,,,,,,Playground,,Varanda gourmet,,Salão de festas,,,,,,,,,Academia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,2809421053,27/05/2025,29/05/2025,Imobiliária Pousada,R$ 700.000,R$ 950,R$ 230,"Rua Teixeira de Freitas - Campo Grande, Santos - SP",130 m²,3 quartos,2 banheiros,1 vaga,,,,Elevador,,,,Interfone,Ar-condicionado,,,,,,,Lavanderia,,Área de serviço,,,,,,,,,,,,,Portaria 24h,Vigia,,,Bicicletário,Sala de jantar,,,,,,,,,,,,,,,,,,,,,,,,Copa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cozinha grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33840,2804201554,08/05/2025,29/05/2025,Invista Inteligência Imobiliária,R$ 295.000,R$ 777,R$ 113,"José Menino, Santos - SP",40 m²,1 quarto,1 banheiro,1 vaga,13 andar,,,Elevador,,,,Interfone,,,Aceita animais,,,,,,,Área de serviço,,,,,,Cozinha,,TV à cabo,,Circuito de segurança,Condomínio fechado,,Portaria 24h,Vigia,,,,,,,,,,,,Conexão à internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP7362,2800457742,24/04/2025,29/05/2025,Chave Santos Imóveis,R$ 550.000,R$ 672,R$ 200,"Avenida Bartholomeu de Gusmão - Embaré, Santos - SP",68 m²,1 quarto,1 banheiro,1 vaga,7 andar,,,Elevador,,,,Interfone,Ar-condicionado,,Aceita animais,Varanda,,,,,,,,,,Vista para o mar,,Cozinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5172,2649090665,11/08/2023,29/05/2025,Oshiro Imóveis,R$ 1.278.000,R$ 1.200,R$ 500,"Rua Pasteur - Gonzaga, Santos - SP",140 m²,2 quartos,3 banheiros,2 vagas,3 andar,,Piscina,Elevador,,,,Interfone,Ar-condicionado,2 suítes,Aceita animais,,,,Churrasqueira,,,Área de serviço,,,Playground,,Varanda gourmet,Cozinha,Salão de festas,,,Circuito de segurança,Condomínio fechado,Aquecimento,,,Espaço gourmet,Academia,,,,,,,,,,Conexão à internet,,,,,Escritório,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28181,2727945341,12/07/2024,29/05/2025,Invista Inteligência Imobiliária,R$ 280.000,R$ 854,R$ 108,"José Menino, Santos - SP",64 m²,1 quarto,1 banheiro,1 vaga,2 andar,,,Elevador,,,,Interfone,,,,,,,,,,Área de serviço,,,,Vista para o mar,,Cozinha,,,,,Condomínio fechado,,Portaria 24h,Vigia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23475,2781521020,24/02/2025,29/05/2025,Invista Inteligência Imobiliária,R$ 3.290.000,R$ 4.600,R$ 1.167,"Embaré, Santos - SP",397 m²,4 quartos,6 banheiros,4 vagas,5 andar,,Piscina,Elevador,,,,Interfone,Ar-condicionado,4 suítes,Aceita animais,Varanda,,,Churrasqueira,,,Área de serviço,,,,Vista para o mar,Varanda gourmet,Cozinha,Salão de festas,,,Circuito de segurança,Condomínio fechado,Aquecimento,Portaria 24h,Vigia,,Academia,,,,,Closet,,,,,,,,,,Escritório,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP01943,2785839870,10/03/2025,29/05/2025,Luiz Carlos Santos,R$ 530.000,R$ 890,R$ 190,"Avenida Ana Costa, 78 - Vila Matias, Santos - SP",107 m²,3 quartos,2 banheiros,1 vaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condomínio fechado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4578,2759071446,25/11/2024,29/05/2025,Elton Ayres Imóveis,R$ 1.250.000,R$ 720,R$ 468,"Rua Paraguassú, 61 - Boqueirão, Santos - SP",81 m²,3 quartos,3 banheiros,2 vagas,,,Piscina,Elevador,,Sauna,,Interfone,,2 suítes,,,,Quadra poliesportiva,Churrasqueira,,,,,,Playground,,,,Salão de festas,,,,,,Portaria 24h,Vigia,Espaço gourmet,Academia,,,,,,,,,,,,,,,,Spa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
